Cell,OCV,TailVolt,Diff,Group
46,3.8438295,3.9455245454545405,0.101695045454545,4
184,3.8581375,3.9393594545454502,0.0812219545454549,4
59,3.8453485,3.9439743636363596,0.0986258636363635,4
168,3.862278,3.9457205454545496,0.0834425454545453,4
7,3.8305260000000003,3.92694018181818,0.0964141818181816,4
176,3.8603669999999997,3.94820618181818,0.0878391818181816,4
45,3.841453,3.93706981818182,0.09561681818181801,4
37,3.8449565000000003,3.93644618181818,0.0914896818181821,4
15,3.835524,3.9298445454545496,0.0943205454545453,4
83,3.845471,3.93805872727273,0.0925877272727273,4
19,3.8397135000000002,3.93350618181818,0.09379268181818198,4
56,3.8431434999999996,3.9364372727272703,0.0932937727272725,4
82,3.8448585,3.93795181818182,0.0930933181818183,4
23,3.8418205000000003,3.93568890909091,0.0938684090909092,4
31,3.8421144999999997,3.9344059999999996,0.0922915,4
62,3.8414285,3.93600072727273,0.0945722272727272,4
40,3.8444175000000005,3.93527909090909,0.0908615909090909,4
85,3.8416,3.937444,0.095844,4
39,3.8445400000000003,3.93190254545455,0.0873625454545452,4
58,3.8670065,3.96387727272727,0.0968707727272728,4
152,3.8647035000000005,3.94702127272727,0.0823177727272721,4
118,3.8410365,3.93981381818182,0.0987773181818183,4
126,3.8563,3.93746181818182,0.0811618181818186,4
93,3.8385865,3.9411145454545498,0.102528045454545,4
130,3.8573779999999998,3.937444,0.0800660000000004,4
104,3.8436334999999997,3.9524914545454504,0.108857954545455,4
3,3.8299135000000004,3.93559981818182,0.10568631818181802,5
183,3.8565449999999997,3.93690945454545,0.0803644545454549,5
49,3.8460834999999998,3.9470123636363597,0.100928863636363,5
139,3.8567165,3.9380943636363597,0.081377863636364,5
11,3.8361120000000004,3.9342545454545497,0.0981425454545453,5
143,3.8603915,3.9442149090909098,0.0838234090909089,5
89,3.8416245000000004,3.9379696363636403,0.0963451363636363,5
17,3.83964,3.92830327272727,0.0886632727272727,5
111,3.8432904999999997,3.93879818181818,0.0955076818181819,5
103,3.8451035000000005,3.93674909090909,0.0916455909090907,5
42,3.8420165,3.93627690909091,0.0942604090909094,5
110,3.844589,3.93727472727273,0.0926857272727273,5
117,3.8422125,3.93595618181818,0.0937436818181818,5
20,3.839689,3.9330696363636406,0.0933806363636362,5
9,3.8335885000000003,3.92663727272727,0.0930487727272733,5
21,3.8411589999999998,3.93510981818182,0.0939508181818183,5
124,3.8601464999999995,3.95238454545455,0.0922380454545455,5
72,3.8428495000000003,3.9375063636363596,0.0946568636363638,5
66,3.8462305,3.936758,0.0905274999999999,5
95,3.8409385,3.93687381818182,0.0959353181818181,5
188,3.8588970000000002,3.94619272727273,0.0872957272727271,5
34,3.83915,3.93645509090909,0.0973050909090909,5
174,3.8574269999999995,3.9397336363636404,0.0823066363636364,5
114,3.838023,3.93687381818182,0.0988508181818184,5
127,3.8556385000000004,3.93674018181818,0.0811016818181818,5
107,3.8448830000000003,3.9475379999999998,0.10265499999999901,5
144,3.861249,3.9411145454545498,0.0798655454545454,5
57,3.846451,3.9556274545454504,0.10917645454545401,5
