voltage(V),current(A)
3.853066,-0.47
3.84944,-0.47
3.84895,-0.47
3.84895,-0.47
3.848264,-0.46
3.887366,-5.08
3.88815,-5.09
3.888738,-5.09
3.889228,-5.10
3.8897180000000002,-5.10
3.890208,-5.10
3.8918739999999996,-5.10
3.8926579999999995,-5.10
3.8933439999999995,-5.10
3.8944219999999996,-5.10
3.8949119999999997,-5.10
3.8955979999999997,-5.10
3.8960879999999998,-5.10
3.896676,-5.10
3.8969699999999996,-5.10
3.897166,-5.10
3.897656,-5.10
3.8981459999999997,-5.10
3.897656,-5.10
3.89795,-5.10
3.898342,-5.10
3.899028,-5.10
3.8988319999999996,-5.10
3.8993219999999997,-5.10
3.8999099999999998,-5.10
3.8999099999999998,-5.10
3.90089,-5.10
3.9011839999999998,-5.10
3.901478,-5.10
3.902556,-5.10
3.9024579999999998,-5.11
3.9024579999999998,-5.11
3.90334,-5.11
3.904614,-5.10
3.904614,-5.10
3.905104,-5.10
3.905006,-5.10
3.905496,-5.10
3.905692,-5.10
3.90579,-5.10
3.906084,-5.10
3.90677,-5.10
3.906574,-5.10
3.906966,-5.10
3.9068680000000002,-5.10
3.907358,-5.10
3.90726,-5.10
3.907358,-5.10
3.90775,-5.10
3.90775,-5.10
3.9081420000000002,-5.10
3.908436,-5.10
3.90824,-5.10
3.908338,-5.10
3.908338,-5.10
3.908926,-5.10
3.9090239999999996,-5.11
3.908926,-5.10
3.9094160000000002,-5.11
3.909514,-5.11
3.9100040000000003,-5.11
3.9108859999999996,-5.11
3.9101999999999997,-5.10
3.9107879999999997,-5.11
3.9106899999999998,-5.10
3.9113759999999997,-5.11
3.9115719999999996,-5.11
3.911866,-5.10
3.9122579999999996,-5.11
3.9132379999999998,-5.11
3.9129439999999995,-5.11
3.9134339999999996,-5.11
3.914414,-5.11
3.9145119999999998,-5.11
3.914806,-5.11
3.914414,-5.11
3.915002,-5.11
3.915002,-5.11
3.9151979999999997,-5.11
3.9153939999999996,-5.11
3.91559,-5.11
3.916178,-5.11
3.9159819999999996,-5.11
3.9164719999999997,-5.11
3.9164719999999997,-5.11
3.916864,-5.11
