voltage(V),current(A)
3.85336,-0.47
3.850126,-0.47
3.850028,-0.47
3.850224,-0.47
3.850126,-0.47
3.816512,-0.23
3.885896,-5.08
3.887464,-5.09
3.88766,-5.09
3.88815,-5.09
3.88864,-5.09
3.888738,-5.09
3.889228,-5.09
3.88962,-5.09
3.890404,-5.09
3.8908939999999994,-5.09
3.8915800000000003,-5.09
3.8920699999999995,-5.09
3.8932459999999995,-5.09
3.8942259999999997,-5.09
3.8944219999999996,-5.09
3.8956959999999996,-5.10
3.8957939999999995,-5.10
3.89599,-5.10
3.896578,-5.10
3.896676,-5.10
3.897068,-5.10
3.897264,-5.10
3.8973619999999998,-5.10
3.8974599999999997,-5.10
3.8975579999999996,-5.10
3.897754,-5.10
3.8980479999999997,-5.10
3.898342,-5.09
3.8986359999999998,-5.10
3.8986359999999998,-5.10
3.899028,-5.09
3.89893,-5.10
3.8987339999999997,-5.09
3.899812,-5.09
3.900204,-5.09
3.900302,-5.09
3.9011839999999998,-5.09
3.9011839999999998,-5.09
3.9018699999999997,-5.09
3.902164,-5.09
3.9018699999999997,-5.09
3.902752,-5.10
3.902948,-5.10
3.9031439999999997,-5.10
3.903928,-5.10
3.904712,-5.10
3.905104,-5.10
3.905006,-5.10
3.905496,-5.10
3.90579,-5.10
3.906084,-5.10
3.905986,-5.10
3.906476,-5.10
3.906672,-5.10
3.90677,-5.10
3.906672,-5.10
3.90677,-5.10
3.907358,-5.10
3.907358,-5.10
3.907358,-5.10
3.907848,-5.10
3.90775,-5.10
3.90775,-5.10
3.9080439999999994,-5.10
3.907848,-5.10
3.9080439999999994,-5.10
3.9085339999999995,-5.10
3.9086319999999994,-5.10
3.908926,-5.10
3.908436,-5.10
3.9086319999999994,-5.10
3.9093180000000003,-5.10
3.908926,-5.10
3.9098079999999995,-5.10
3.9097099999999996,-5.10
3.9096119999999996,-5.10
3.9101999999999997,-5.10
3.9106899999999998,-5.10
3.9103959999999995,-5.10
3.9110819999999995,-5.10
3.9108859999999996,-5.10
3.911866,-5.10
3.9115719999999996,-5.10
