voltage(V),current(A)
3.855222,-0.48
3.853262,-0.47
3.852968,-0.47
3.853556,-0.47
3.85385,-0.48
3.822,-0.23
3.8993219999999997,-5.09
3.900498,-5.09
3.90138,-5.09
3.903046,-5.09
3.904026,-5.09
3.905006,-5.09
3.905692,-5.09
3.906182,-5.09
3.906476,-5.10
3.90677,-5.10
3.906966,-5.10
3.907652,-5.10
3.90824,-5.10
3.9081420000000002,-5.10
3.9079459999999995,-5.09
3.908436,-5.09
3.9087300000000003,-5.09
3.9091219999999995,-5.09
3.909514,-5.09
3.9099060000000003,-5.09
3.9105920000000003,-5.09
3.9110819999999995,-5.09
3.9116699999999995,-5.09
3.911768,-5.09
3.912552,-5.09
3.9132379999999998,-5.10
3.9134339999999996,-5.10
3.9141199999999996,-5.10
3.915492,-5.10
3.9151979999999997,-5.10
3.9158839999999997,-5.10
3.9159819999999996,-5.10
3.916374,-5.10
3.9164719999999997,-5.10
3.916766,-5.10
3.9165699999999997,-5.10
3.917256,-5.10
3.9171579999999997,-5.10
3.917354,-5.10
3.91755,-5.10
3.917452,-5.10
3.9177459999999997,-5.10
3.91755,-5.10
3.918138,-5.10
3.9184319999999997,-5.10
3.9184319999999997,-5.10
3.91853,-5.10
3.918824,-5.10
3.9190199999999997,-5.10
3.91951,-5.09
3.919706,-5.09
3.9196079999999998,-5.09
3.920392,-5.10
3.9202939999999997,-5.09
3.920392,-5.09
3.921176,-5.10
3.921372,-5.09
3.921666,-5.09
3.92196,-5.09
3.922254,-5.09
3.923038,-5.10
3.92343,-5.10
3.92343,-5.10
3.924214,-5.10
3.924508,-5.10
3.9249,-5.10
3.9249,-5.10
3.9252920000000002,-5.10
3.9257819999999994,-5.10
3.9256839999999995,-5.10
3.926076,-5.10
3.926076,-5.10
3.9263699999999995,-5.10
3.9264680000000003,-5.10
3.9265660000000002,-5.10
3.9265660000000002,-5.10
3.9268599999999996,-5.10
3.9271540000000003,-5.10
3.9270560000000003,-5.10
3.9271540000000003,-5.10
3.9272519999999997,-5.10
3.9273499999999997,-5.10
3.9273499999999997,-5.10
3.9276439999999995,-5.10
3.9281339999999996,-5.10
3.9279379999999997,-5.10
3.9278399999999998,-5.10
3.9281339999999996,-5.10
3.92833,-5.10
3.9282319999999995,-5.10
3.928918,-5.10
3.9286239999999997,-5.10
3.929016,-5.10
3.9294079999999996,-5.10
3.928918,-5.10
3.929506,-5.10
3.9303879999999998,-5.10
3.9299959999999996,-5.10
3.9303879999999998,-5.10
3.9306819999999996,-5.10
3.93078,-5.10
3.9311719999999997,-5.10
3.9311719999999997,-5.10
3.932152,-5.10
3.9324459999999997,-5.10
3.93225,-5.10
3.932838,-5.10
3.933426,-5.10
3.933524,-5.10
3.934112,-5.10
3.9343079999999997,-5.10
3.934112,-5.10
3.9349939999999997,-5.10
3.9348959999999997,-5.10
3.935092,-5.10
3.9355819999999997,-5.10
3.93519,-5.10
3.935386,-5.10
3.936072,-5.10
3.935974,-5.10
3.936072,-5.10
3.936072,-5.10
3.936366,-5.10
3.936464,-5.10
3.936366,-5.10
3.936562,-5.10
3.936562,-5.10
3.93666,-5.10
3.93666,-5.10
3.93715,-5.10
3.937052,-5.10
3.936954,-5.10
3.937248,-5.10
3.937248,-5.10
3.93715,-5.10
3.937248,-5.10
3.9374439999999997,-5.10
3.938228,-5.10
3.937934,-5.10
3.93764,-5.10
3.93813,-5.10
3.9380319999999998,-5.10
3.937836,-5.10
3.938228,-5.10
3.9380319999999998,-5.10
3.938424,-5.10
3.939012,-5.10
3.939012,-5.10
3.939208,-5.10
3.93911,-5.10
3.939306,-5.10
3.939208,-5.10
3.939306,-5.10
3.939894,-5.10
3.9396,-5.10
3.940286,-5.10
3.940188,-5.10
3.940286,-5.10
3.940678,-5.10
3.940874,-5.10
3.9411680000000002,-5.10
3.94156,-5.10
3.941658,-5.10
3.941854,-5.10
3.941854,-5.10
3.9423439999999994,-5.10
3.941952,-5.10
3.9435199999999995,-5.10
3.942736,-5.10
3.9423439999999994,-5.10
3.9433239999999996,-5.10
3.9440099999999996,-5.10
3.943716,-5.10
3.9441079999999995,-5.10
3.9442060000000003,-5.10
3.9440099999999996,-5.10
3.9444019999999997,-5.10
3.9443040000000003,-5.10
3.9446959999999995,-5.10
3.9446959999999995,-5.10
3.9450879999999997,-5.10
3.9452839999999996,-5.10
3.945578,-5.10
3.94548,-5.10
3.9457739999999997,-5.10
3.94548,-5.10
3.9457739999999997,-5.10
3.946166,-5.10
3.946068,-5.10
3.9462639999999998,-5.10
3.9463619999999997,-5.10
3.9458719999999996,-5.10
3.9465579999999996,-5.10
3.9462639999999998,-5.10
3.946166,-5.10
3.946656,-5.10
3.946656,-5.10
3.946656,-5.10
3.9470479999999997,-5.10
3.946656,-5.10
3.946754,-5.10
3.947342,-5.10
3.9471459999999996,-5.10
3.9471459999999996,-5.10
3.9471459999999996,-5.10
3.9475379999999998,-5.10
3.9469499999999997,-5.10
3.947342,-5.10
3.9472439999999995,-5.10
3.9476359999999997,-5.10
3.9477339999999996,-5.10
3.9475379999999998,-5.10
3.948126,-5.10
3.948126,-5.10
3.948126,-5.10
3.948028,-5.10
3.94793,-5.10
3.9483219999999997,-5.10
3.9484199999999996,-5.10
3.948518,-5.10
3.948714,-5.10
3.948714,-5.10
3.949106,-5.10
3.948714,-5.10
3.949204,-5.10
3.9494979999999997,-5.10
3.949106,-5.10
3.949106,-5.10
3.949792,-5.10
3.949988,-5.10
3.9502819999999996,-5.10
3.9494,-5.10
3.950478,-5.10
3.95038,-5.10
3.950674,-5.10
3.9513599999999998,-5.10
3.9508699999999997,-5.10
3.951066,-5.10
3.9508699999999997,-5.10
3.9508699999999997,-5.10
3.951752,-5.10
3.951556,-5.10
3.9513599999999998,-5.10
3.9520459999999997,-5.10
3.951556,-5.10
3.95234,-5.11
3.952536,-5.10
3.95234,-5.10
3.952438,-5.10
3.9526339999999998,-5.10
3.952928,-5.10
3.953516,-5.11
3.953712,-5.10
3.953516,-5.10
3.9533199999999997,-5.10
3.954104,-5.10
3.95381,-5.10
3.9543,-5.10
3.954104,-5.10
3.9545939999999997,-5.10
3.954398,-5.10
3.9545939999999997,-5.10
3.954986,-5.10
3.954986,-5.10
3.955084,-5.10
3.955476,-5.10
3.955476,-5.10
3.955574,-5.10
3.91314,-0.59
3.911866,-0.59
3.9107879999999997,-0.58
3.9098079999999995,-0.58
3.908828,-0.58
3.9080439999999994,-0.58
3.907064,-0.58
3.9074560000000003,-0.58
3.906574,-0.58
3.906182,-0.57
3.905888,-0.57
3.905692,-0.57
3.905202,-0.57
3.904908,-0.57
3.904516,-0.57
3.904614,-0.57
3.90432,-0.57
3.903928,-0.57
3.904124,-0.57
3.903634,-0.57
3.903438,-0.57
3.903046,-0.57
3.9031439999999997,-0.57
3.90236,-0.57
3.90236,-0.57
3.90236,-0.57
3.901968,-0.57
3.901772,-0.57
3.900988,-0.56
3.900792,-0.56
3.901086,-0.57
