voltage(V),current(A)
3.853066,-0.47
3.848852,-0.47
3.84895,-0.47
3.8484599999999998,-0.47
3.8479699999999997,-0.46
3.81514,-0.23
3.886386,-5.10
3.88717,-5.10
3.887856,-5.10
3.88815,-5.10
3.888052,-5.10
3.889228,-5.10
3.888836,-5.10
3.8897180000000002,-5.10
3.890012,-5.10
3.890502,-5.10
3.8915800000000003,-5.10
3.8919719999999995,-5.10
3.8929519999999997,-5.10
3.8934420000000003,-5.10
3.8944219999999996,-5.10
3.895206,-5.10
3.895402,-5.10
3.89599,-5.10
3.8961859999999997,-5.10
3.89648,-5.10
3.897166,-5.10
3.8968719999999997,-5.10
3.897166,-5.10
3.8973619999999998,-5.10
3.897656,-5.10
3.89795,-5.10
3.897852,-5.10
3.898342,-5.10
3.89844,-5.10
3.899028,-5.10
3.8988319999999996,-5.10
3.8986359999999998,-5.10
3.8994199999999997,-5.10
3.899518,-5.10
3.899714,-5.10
3.900204,-5.10
3.900498,-5.10
3.90089,-5.10
3.901478,-5.10
3.90236,-5.11
3.901968,-5.11
3.902164,-5.11
3.902752,-5.11
3.903242,-5.11
3.903242,-5.11
3.904516,-5.11
3.90481,-5.11
3.905006,-5.11
3.9053,-5.11
3.905496,-5.11
3.905888,-5.11
3.905986,-5.11
3.906084,-5.11
3.906476,-5.11
3.9068680000000002,-5.11
3.90677,-5.10
3.90677,-5.11
3.907162,-5.11
3.907162,-5.11
3.90726,-5.10
3.907652,-5.10
3.90775,-5.11
3.90775,-5.10
3.908436,-5.11
3.90824,-5.10
3.90824,-5.11
3.9081420000000002,-5.11
3.908828,-5.11
3.9087300000000003,-5.11
3.9086319999999994,-5.10
3.908926,-5.11
3.9086319999999994,-5.10
3.9097099999999996,-5.11
3.909514,-5.11
3.9099060000000003,-5.11
3.9098079999999995,-5.11
3.9101019999999997,-5.11
3.9104939999999995,-5.11
3.9107879999999997,-5.11
3.9108859999999996,-5.11
3.9110819999999995,-5.11
3.9115719999999996,-5.11
3.911866,-5.11
3.912356,-5.11
3.912552,-5.11
3.9126499999999997,-5.11
3.913042,-5.11
3.91314,-5.11
3.9135319999999996,-5.11
3.9140219999999997,-5.11
3.9146099999999997,-5.11
3.914904,-5.11
3.914904,-5.11
3.9152959999999997,-5.11
3.9151979999999997,-5.11
3.915492,-5.11
3.915688,-5.11
3.91559,-5.11
3.916178,-5.11
3.9159819999999996,-5.11
3.916766,-5.11
3.9164719999999997,-5.11
3.9165699999999997,-5.11
3.916864,-5.11
3.916766,-5.11
3.916962,-5.11
3.916766,-5.11
3.9170599999999998,-5.11
3.916962,-5.11
3.917354,-5.11
3.917452,-5.11
3.917648,-5.11
3.917648,-5.11
3.917942,-5.11
3.917648,-5.11
3.9177459999999997,-5.11
3.9178439999999997,-5.11
3.9178439999999997,-5.11
3.9178439999999997,-5.11
3.91804,-5.11
3.917942,-5.10
3.918236,-5.11
3.9183339999999998,-5.11
3.91853,-5.11
3.91853,-5.11
3.918726,-5.11
3.91853,-5.11
3.9190199999999997,-5.11
3.9184319999999997,-5.11
3.919216,-5.11
3.919118,-5.11
3.91951,-5.11
3.91951,-5.11
3.9196079999999998,-5.11
3.91951,-5.11
3.920098,-5.11
3.9202939999999997,-5.11
3.920588,-5.11
3.920098,-5.11
3.921372,-5.11
3.92147,-5.11
3.921274,-5.11
3.921372,-5.11
3.921568,-5.11
3.92196,-5.11
3.921862,-5.11
3.922548,-5.11
3.923038,-5.11
3.922352,-5.11
3.923234,-5.11
3.923136,-5.11
3.92343,-5.11
3.923626,-5.11
3.92392,-5.11
3.924214,-5.11
3.924116,-5.11
3.924802,-5.11
3.924998,-5.11
3.924802,-5.11
3.9249,-5.11
3.924998,-5.11
3.925586,-5.11
3.92539,-5.11
3.925488,-5.11
3.925978,-5.11
3.9257819999999994,-5.11
3.9258800000000003,-5.11
3.9262719999999995,-5.11
3.925978,-5.11
3.9262719999999995,-5.11
3.9262719999999995,-5.11
3.9268599999999996,-5.11
3.9262719999999995,-5.11
3.9265660000000002,-5.11
3.9267619999999996,-5.11
3.9267619999999996,-5.11
3.9268599999999996,-5.11
3.9272519999999997,-5.11
3.9270560000000003,-5.11
3.9268599999999996,-5.11
3.9272519999999997,-5.11
3.9272519999999997,-5.11
3.9274479999999996,-5.11
3.9274479999999996,-5.11
3.9275459999999995,-5.11
3.9273499999999997,-5.11
3.9278399999999998,-5.11
3.9277420000000003,-5.11
3.9277420000000003,-5.11
3.9280359999999996,-5.11
3.9280359999999996,-5.11
3.9282319999999995,-5.11
3.9275459999999995,-5.10
3.9278399999999998,-5.11
3.928428,-5.11
3.9280359999999996,-5.11
3.9285259999999997,-5.11
3.928428,-5.11
3.9280359999999996,-5.11
3.9285259999999997,-5.11
3.9286239999999997,-5.11
3.9288199999999995,-5.11
3.9286239999999997,-5.11
3.929016,-5.11
3.9291139999999998,-5.11
3.9292119999999997,-5.11
3.928918,-5.11
3.9293099999999996,-5.11
3.9298979999999997,-5.11
3.9294079999999996,-5.11
3.929702,-5.11
3.929604,-5.11
3.9299959999999996,-5.11
3.93029,-5.11
3.9305839999999996,-5.11
3.9300939999999995,-5.11
3.930192,-5.11
3.93029,-5.11
3.93078,-5.11
3.9304859999999997,-5.11
3.9318579999999996,-5.11
3.9310739999999997,-5.11
3.9310739999999997,-5.11
3.9316619999999998,-5.11
3.931956,-5.11
3.93225,-5.11
3.932054,-5.11
3.9324459999999997,-5.11
3.9325439999999996,-5.11
3.9324459999999997,-5.11
3.932642,-5.11
3.9329359999999998,-5.11
3.932838,-5.11
3.93323,-5.11
3.933524,-5.11
3.933818,-5.11
3.9342099999999998,-5.11
3.9337199999999997,-5.11
3.934406,-5.11
3.9343079999999997,-5.11
3.9347,-5.11
3.934406,-5.11
3.934112,-5.11
3.935092,-5.11
3.9348959999999997,-5.11
3.9348959999999997,-5.11
3.935092,-5.11
3.935386,-5.11
3.935778,-5.11
3.9354839999999998,-5.11
3.935288,-5.11
3.935974,-5.11
3.9354839999999998,-5.11
3.9355819999999997,-5.11
3.935778,-5.11
3.936268,-5.11
3.935974,-5.11
3.936072,-5.11
3.93568,-5.11
3.936072,-5.11
3.936366,-5.11
3.936366,-5.11
3.936366,-5.11
3.936464,-5.11
3.93666,-5.11
3.9361699999999997,-5.11
3.936562,-5.11
3.936464,-5.11
3.90383,-0.57
3.9031439999999997,-0.57
3.90236,-0.57
3.901478,-0.57
3.900302,-0.56
3.900106,-0.56
3.899224,-0.56
3.898538,-0.56
3.8981459999999997,-0.56
3.89795,-0.56
3.897166,-0.56
3.8969699999999996,-0.56
3.8961859999999997,-0.56
3.895892,-0.56
3.89599,-0.56
3.8957939999999995,-0.56
3.895206,-0.55
3.8955979999999997,-0.55
3.895206,-0.55
3.8949119999999997,-0.55
3.8945199999999995,-0.55
3.8944219999999996,-0.55
3.8937359999999996,-0.55
3.8939319999999995,-0.55
3.894128,-0.55
3.8939319999999995,-0.55
3.8931479999999996,-0.55
3.8938339999999996,-0.55
3.8929519999999997,-0.55
3.8928540000000003,-0.55
3.8930499999999997,-0.55
