voltage(V),current(A)
3.84895,-0.47
3.8465979999999997,-0.46
3.846892,-0.46
3.846892,-0.46
3.84699,-0.46
3.87884,-5.08
3.8796239999999997,-5.09
3.8804079999999996,-5.09
3.8816819999999996,-5.10
3.8822699999999997,-5.10
3.8828579999999997,-5.10
3.8840339999999998,-5.10
3.884524,-5.10
3.8853079999999998,-5.10
3.885896,-5.10
3.886386,-5.10
3.88668,-5.10
3.88717,-5.10
3.887366,-5.10
3.887856,-5.10
3.888052,-5.10
3.88815,-5.10
3.888444,-5.10
3.88864,-5.10
3.888738,-5.10
3.889424,-5.10
3.889228,-5.10
3.889816,-5.10
3.88962,-5.10
3.890208,-5.10
3.8908939999999994,-5.10
3.8908939999999994,-5.10
3.891286,-5.10
3.8919719999999995,-5.10
3.8928540000000003,-5.10
3.8928540000000003,-5.11
3.8938339999999996,-5.11
3.894716,-5.11
3.895206,-5.11
3.895304,-5.11
3.8955979999999997,-5.11
3.89599,-5.11
3.8960879999999998,-5.11
3.896578,-5.11
3.8969699999999996,-5.11
3.8969699999999996,-5.11
3.897166,-5.11
3.897656,-5.10
3.897264,-5.11
3.897656,-5.11
3.8975579999999996,-5.10
3.897852,-5.10
3.89795,-5.10
3.8982439999999996,-5.10
3.8987339999999997,-5.10
3.898342,-5.10
3.898538,-5.10
3.89893,-5.11
3.89893,-5.10
3.899126,-5.11
3.8993219999999997,-5.11
3.899616,-5.11
3.9000079999999997,-5.11
3.900106,-5.11
3.9005959999999997,-5.11
3.900498,-5.11
3.900498,-5.11
3.9011839999999998,-5.11
3.901086,-5.11
3.902164,-5.11
3.901968,-5.11
3.902262,-5.11
3.9031439999999997,-5.11
3.903046,-5.11
3.903242,-5.11
3.904124,-5.11
3.904124,-5.11
3.904124,-5.11
3.904516,-5.11
3.904418,-5.11
3.9053,-5.11
3.905692,-5.11
3.90481,-5.11
3.906182,-5.11
3.90579,-5.11
3.90628,-5.11
3.906182,-5.11
3.906476,-5.11
3.906476,-5.11
3.906476,-5.11
3.907064,-5.11
3.90677,-5.11
3.90726,-5.11
3.90726,-5.11
3.907358,-5.11
3.90775,-5.11
3.9079459999999995,-5.11
3.90775,-5.11
3.907554,-5.11
3.90775,-5.11
3.9080439999999994,-5.11
3.9081420000000002,-5.11
3.90824,-5.11
3.9081420000000002,-5.11
3.908828,-5.11
3.908436,-5.11
3.908828,-5.11
3.90824,-5.11
3.9087300000000003,-5.11
3.9093180000000003,-5.11
3.9094160000000002,-5.11
3.9090239999999996,-5.11
3.9094160000000002,-5.11
3.909514,-5.11
3.9105920000000003,-5.11
3.9104939999999995,-5.11
3.9110819999999995,-5.11
3.9108859999999996,-5.11
3.9109839999999996,-5.11
3.9108859999999996,-5.11
3.9108859999999996,-5.11
3.9107879999999997,-5.11
3.911768,-5.11
3.9119639999999998,-5.11
3.9122579999999996,-5.11
3.911866,-5.11
3.9126499999999997,-5.11
3.9121599999999996,-5.11
3.913042,-5.11
3.913042,-5.11
3.9127479999999997,-5.11
3.9134339999999996,-5.11
3.913826,-5.11
3.914414,-5.11
3.915002,-5.11
3.9151,-5.11
3.91559,-5.11
3.91559,-5.11
3.9153939999999996,-5.11
3.9151979999999997,-5.11
3.9157859999999998,-5.11
3.9152959999999997,-5.11
3.9157859999999998,-5.11
3.916668,-5.11
3.916276,-5.11
3.916178,-5.11
3.916276,-5.11
3.916276,-5.11
3.916668,-5.11
3.9165699999999997,-5.11
3.916864,-5.11
3.9170599999999998,-5.11
3.916962,-5.11
3.9171579999999997,-5.11
3.9171579999999997,-5.11
3.9170599999999998,-5.11
3.9170599999999998,-5.11
3.917452,-5.11
3.917354,-5.11
3.917648,-5.11
3.917452,-5.11
3.917648,-5.11
3.917648,-5.11
3.9177459999999997,-5.11
3.917648,-5.11
3.91755,-5.11
3.918236,-5.11
3.917942,-5.11
3.918236,-5.11
3.918138,-5.11
3.918236,-5.11
3.918236,-5.11
3.918236,-5.11
3.91853,-5.11
3.9184319999999997,-5.11
3.919118,-5.11
3.918922,-5.11
3.919118,-5.11
3.9190199999999997,-5.11
3.919118,-5.11
3.919118,-5.11
3.9190199999999997,-5.11
3.919118,-5.11
3.919216,-5.11
3.919216,-5.11
3.919412,-5.11
3.919902,-5.11
3.9202939999999997,-5.11
3.92,-5.11
3.920196,-5.11
3.920098,-5.11
3.92,-5.11
3.920196,-5.11
3.920784,-5.11
3.92147,-5.11
3.921274,-5.11
3.921862,-5.11
3.921862,-5.11
3.92196,-5.11
3.92196,-5.11
3.921666,-5.11
3.922156,-5.11
3.922254,-5.11
3.922842,-5.11
3.922842,-5.11
3.922744,-5.11
3.922842,-5.11
3.92294,-5.11
3.923136,-5.11
3.923528,-5.11
3.923528,-5.11
3.92343,-5.11
3.923822,-5.11
3.924116,-5.11
3.924214,-5.11
3.924508,-5.11
3.924116,-5.11
3.9249,-5.11
3.924998,-5.11
3.924998,-5.11
3.925586,-5.11
3.9252920000000002,-5.11
3.9256839999999995,-5.11
3.92539,-5.11
3.925488,-5.11
3.925586,-5.11
3.9258800000000003,-5.11
3.925978,-5.11
3.926076,-5.11
3.9263699999999995,-5.11
3.9258800000000003,-5.11
3.9261739999999996,-5.11
3.926076,-5.11
3.926076,-5.11
3.9261739999999996,-5.11
3.9265660000000002,-5.11
3.9264680000000003,-5.11
3.9265660000000002,-5.11
3.9264680000000003,-5.11
3.926664,-5.11
3.9268599999999996,-5.11
3.9267619999999996,-5.11
3.9268599999999996,-5.11
3.9267619999999996,-5.11
3.9270560000000003,-5.11
3.9271540000000003,-5.11
3.9276439999999995,-5.11
3.9272519999999997,-5.11
3.9274479999999996,-5.11
3.9274479999999996,-5.11
3.9275459999999995,-5.11
3.9276439999999995,-5.11
3.9278399999999998,-5.11
3.9276439999999995,-5.11
3.9279379999999997,-5.11
3.9278399999999998,-5.11
3.9277420000000003,-5.11
3.9278399999999998,-5.11
3.9276439999999995,-5.11
3.9279379999999997,-5.11
3.9279379999999997,-5.11
3.9281339999999996,-5.11
3.9279379999999997,-5.11
3.9282319999999995,-5.11
3.928428,-5.11
3.92833,-5.11
3.928428,-5.11
3.9287219999999996,-5.11
3.9282319999999995,-5.11
3.9286239999999997,-5.11
3.9288199999999995,-5.11
3.9288199999999995,-5.11
3.9286239999999997,-5.11
3.9288199999999995,-5.11
3.900302,-0.56
3.899224,-0.56
3.898342,-0.56
3.897754,-0.56
3.897264,-0.56
3.896578,-0.56
3.8961859999999997,-0.56
3.895402,-0.55
3.8955979999999997,-0.55
3.8951079999999996,-0.55
3.8948139999999998,-0.55
3.8944219999999996,-0.55
3.8948139999999998,-0.55
3.8943239999999997,-0.55
3.89403,-0.55
3.8938339999999996,-0.55
3.8936379999999997,-0.55
3.89354,-0.55
3.8930499999999997,-0.55
3.8934420000000003,-0.55
3.8926579999999995,-0.55
3.8925599999999996,-0.55
3.8919719999999995,-0.55
3.892364,-0.55
3.891776,-0.55
3.891188,-0.55
3.8908939999999994,-0.55
3.890502,-0.54
3.889816,-0.54
3.889424,-0.54
3.88962,-0.54
