voltage(V),current(A)
3.8498319999999997,-0.47
3.847774,-0.46
3.847578,-0.46
3.8472839999999997,-0.46
3.8478719999999997,-0.46
3.8130819999999996,-0.22
3.887464,-5.10
3.887954,-5.10
3.888934,-5.10
3.889032,-5.10
3.88962,-5.10
3.89011,-5.09
3.890698,-5.10
3.891776,-5.10
3.8921680000000003,-5.10
3.8930499999999997,-5.10
3.8942259999999997,-5.10
3.895206,-5.10
3.8954999999999997,-5.10
3.8961859999999997,-5.10
3.8961859999999997,-5.10
3.8967739999999997,-5.10
3.897068,-5.10
3.897754,-5.10
3.8974599999999997,-5.10
3.8974599999999997,-5.10
3.8980479999999997,-5.10
3.89795,-5.10
3.8982439999999996,-5.10
3.8986359999999998,-5.10
3.89893,-5.10
3.8993219999999997,-5.10
3.899224,-5.10
3.9000079999999997,-5.10
3.900204,-5.10
3.9012819999999997,-5.10
3.90138,-5.10
3.901478,-5.10
3.9024579999999998,-5.11
3.90236,-5.10
3.902556,-5.10
3.903634,-5.11
3.904418,-5.10
3.904026,-5.10
3.905006,-5.11
3.905202,-5.11
3.905202,-5.10
3.906182,-5.11
3.905986,-5.10
3.906672,-5.11
3.906672,-5.10
3.90677,-5.10
3.90677,-5.10
3.907064,-5.10
3.90726,-5.10
3.90726,-5.10
3.907652,-5.10
3.907652,-5.10
3.9081420000000002,-5.10
3.9079459999999995,-5.10
3.9080439999999994,-5.10
3.908338,-5.10
3.9081420000000002,-5.10
3.9086319999999994,-5.10
3.9087300000000003,-5.10
3.908828,-5.10
3.909514,-5.10
3.9092199999999995,-5.10
3.9099060000000003,-5.11
3.9097099999999996,-5.10
3.9101999999999997,-5.11
3.9106899999999998,-5.11
3.9109839999999996,-5.11
3.9110819999999995,-5.11
3.9108859999999996,-5.11
3.9116699999999995,-5.11
3.9122579999999996,-5.11
3.912356,-5.11
3.9127479999999997,-5.11
3.9133359999999997,-5.11
3.91314,-5.11
3.9140219999999997,-5.11
3.914218,-5.11
3.914806,-5.11
3.9151,-5.11
3.9151,-5.11
3.9153939999999996,-5.11
3.915492,-5.11
3.9159819999999996,-5.11
3.91608,-5.11
3.916276,-5.11
3.916374,-5.11
3.9165699999999997,-5.11
3.916668,-5.11
3.9171579999999997,-5.11
3.916668,-5.11
3.9171579999999997,-5.11
3.917256,-5.11
3.917354,-5.11
3.916962,-5.11
3.917648,-5.11
3.917648,-5.11
3.917648,-5.11
3.9177459999999997,-5.11
3.917648,-5.11
3.9178439999999997,-5.11
3.9178439999999997,-5.10
3.917942,-5.10
3.918236,-5.10
3.9183339999999998,-5.11
3.918628,-5.11
3.918824,-5.11
3.91853,-5.11
3.918628,-5.11
3.9190199999999997,-5.11
3.918628,-5.11
3.91951,-5.11
3.919314,-5.11
3.919804,-5.11
3.919902,-5.11
3.92,-5.11
3.919706,-5.11
3.920098,-5.11
3.9208819999999998,-5.11
3.92049,-5.11
3.921568,-5.11
3.921078,-5.11
3.921568,-5.11
3.921764,-5.11
3.921764,-5.11
3.922156,-5.11
3.922254,-5.11
3.922352,-5.11
3.92294,-5.11
3.923234,-5.11
3.923234,-5.11
3.923626,-5.11
3.923724,-5.11
3.92343,-5.11
3.92441,-5.11
3.924704,-5.11
3.924116,-5.11
3.924704,-5.11
3.9250959999999995,-5.11
3.9251939999999994,-5.11
3.925586,-5.11
3.9251939999999994,-5.11
3.9258800000000003,-5.11
3.925978,-5.11
3.9257819999999994,-5.11
3.9262719999999995,-5.11
3.9262719999999995,-5.11
3.926076,-5.11
3.9263699999999995,-5.11
3.9262719999999995,-5.11
3.9265660000000002,-5.11
3.9267619999999996,-5.11
3.9267619999999996,-5.11
3.9268599999999996,-5.11
3.9271540000000003,-5.11
3.9269579999999995,-5.11
3.9272519999999997,-5.11
3.9277420000000003,-5.11
3.9274479999999996,-5.11
3.9272519999999997,-5.11
3.9276439999999995,-5.11
3.9275459999999995,-5.11
3.9277420000000003,-5.11
3.9275459999999995,-5.11
3.9279379999999997,-5.11
3.9279379999999997,-5.11
3.9282319999999995,-5.11
3.9281339999999996,-5.10
3.9282319999999995,-5.11
3.9281339999999996,-5.10
3.9282319999999995,-5.11
3.9287219999999996,-5.11
3.9287219999999996,-5.11
3.9288199999999995,-5.11
3.929506,-5.11
3.9292119999999997,-5.11
3.9292119999999997,-5.11
3.9293099999999996,-5.11
3.929506,-5.11
3.9298979999999997,-5.11
3.9292119999999997,-5.11
3.9297999999999997,-5.11
3.9297999999999997,-5.11
3.9297999999999997,-5.11
3.9298979999999997,-5.11
3.9300939999999995,-5.11
3.9306819999999996,-5.11
3.930976,-5.11
3.93078,-5.11
3.930976,-5.11
3.931466,-5.11
3.9312699999999996,-5.11
3.9316619999999998,-5.11
3.9318579999999996,-5.11
3.931956,-5.11
3.9323479999999997,-5.11
3.932642,-5.11
3.9331319999999996,-5.11
3.932838,-5.11
3.9337199999999997,-5.11
3.933916,-5.11
3.933818,-5.11
3.933916,-5.11
3.934112,-5.11
3.9342099999999998,-5.11
3.934504,-5.11
3.934406,-5.11
3.934602,-5.11
3.9349939999999997,-5.11
3.9349939999999997,-5.11
3.93519,-5.11
3.935288,-5.11
3.9355819999999997,-5.11
3.935778,-5.11
3.93568,-5.11
3.9355819999999997,-5.11
3.935778,-5.11
3.936072,-5.11
3.935778,-5.11
3.936366,-5.11
3.9361699999999997,-5.11
3.936268,-5.11
3.936268,-5.11
3.936366,-5.11
3.936366,-5.11
3.9367579999999998,-5.11
3.936562,-5.11
3.936856,-5.11
3.936464,-5.11
3.9367579999999998,-5.11
3.9367579999999998,-5.11
3.93666,-5.11
3.936856,-5.11
3.936562,-5.11
3.936856,-5.11
3.93715,-5.11
3.937248,-5.11
3.937052,-5.11
3.937248,-5.11
3.93715,-5.11
3.937346,-5.11
3.937346,-5.11
3.937542,-5.11
3.937934,-5.11
3.937738,-5.11
3.9380319999999998,-5.11
3.937738,-5.11
3.93764,-5.11
3.9380319999999998,-5.11
3.93764,-5.10
3.938424,-5.11
3.9380319999999998,-5.11
3.938522,-5.11
3.938522,-5.11
3.938228,-5.11
3.93862,-5.11
3.938424,-5.11
3.938522,-5.11
3.938816,-5.11
3.939208,-5.11
3.939012,-5.11
3.939404,-5.11
3.9396,-5.11
3.94009,-5.11
3.939012,-5.11
3.939796,-5.11
3.939796,-5.11
3.939502,-5.11
3.939796,-5.11
3.905398,-0.57
3.904712,-0.57
3.904026,-0.57
3.903536,-0.57
3.902654,-0.57
3.9024579999999998,-0.57
3.901086,-0.57
3.901086,-0.57
3.8993219999999997,-0.56
3.9012819999999997,-0.57
3.898538,-0.56
3.897754,-0.56
3.8973619999999998,-0.56
3.897656,-0.56
3.8981459999999997,-0.56
3.89648,-0.56
3.8962839999999996,-0.56
3.89599,-0.56
3.89599,-0.56
3.8963819999999996,-0.56
3.895892,-0.56
3.8950099999999996,-0.55
3.894618,-0.55
3.895206,-0.55
3.8950099999999996,-0.55
3.8945199999999995,-0.55
3.895206,-0.55
3.8949119999999997,-0.55
3.8945199999999995,-0.55
3.8944219999999996,-0.55
3.8939319999999995,-0.55
