voltage(V),current(A)
3.852968,-0.47
3.849636,-0.47
3.849342,-0.47
3.849636,-0.47
3.84895,-0.47
3.815826,-0.23
3.88668,-5.09
3.887758,-5.09
3.88815,-5.10
3.888444,-5.10
3.888934,-5.10
3.88913,-5.10
3.8897180000000002,-5.10
3.890208,-5.10
3.8907959999999995,-5.10
3.891286,-5.10
3.8924619999999996,-5.10
3.892364,-5.10
3.8930499999999997,-5.10
3.894128,-5.10
3.8944219999999996,-5.10
3.8955979999999997,-5.10
3.89599,-5.10
3.89648,-5.10
3.8960879999999998,-5.10
3.896676,-5.10
3.8968719999999997,-5.10
3.89648,-5.10
3.897656,-5.10
3.897852,-5.10
3.8982439999999996,-5.10
3.8981459999999997,-5.10
3.8988319999999996,-5.10
3.8987339999999997,-5.10
3.89844,-5.10
3.89844,-5.10
3.899616,-5.10
3.899224,-5.10
3.899714,-5.10
3.9000079999999997,-5.10
3.9004,-5.10
3.900988,-5.11
3.90089,-5.10
3.902164,-5.10
3.90236,-5.11
3.902556,-5.11
3.9031439999999997,-5.11
3.9031439999999997,-5.11
3.903928,-5.11
3.90383,-5.11
3.904516,-5.11
3.9053,-5.11
3.905104,-5.11
3.905496,-5.11
3.90579,-5.11
3.905888,-5.11
3.906672,-5.11
3.906672,-5.11
3.906574,-5.10
3.90677,-5.11
3.90726,-5.11
3.9074560000000003,-5.11
3.907358,-5.11
3.907554,-5.10
3.9074560000000003,-5.10
3.907652,-5.11
3.9081420000000002,-5.11
3.9080439999999994,-5.11
3.9087300000000003,-5.11
3.908338,-5.11
3.9087300000000003,-5.10
3.9087300000000003,-5.11
3.9087300000000003,-5.11
3.908828,-5.10
3.9090239999999996,-5.11
3.9091219999999995,-5.10
3.9098079999999995,-5.11
3.9094160000000002,-5.11
3.9101019999999997,-5.11
3.9102979999999996,-5.11
3.9107879999999997,-5.11
3.9110819999999995,-5.11
3.9113759999999997,-5.11
3.9113759999999997,-5.11
3.9115719999999996,-5.11
3.9120619999999997,-5.11
3.912552,-5.11
3.9129439999999995,-5.11
3.913042,-5.11
3.913826,-5.11
3.914218,-5.11
3.913826,-5.11
3.914218,-5.11
3.9146099999999997,-5.11
3.9151,-5.11
3.9152959999999997,-5.11
3.9151979999999997,-5.11
3.91559,-5.11
3.91608,-5.11
3.9159819999999996,-5.11
3.916276,-5.11
3.916276,-5.11
3.9165699999999997,-5.11
3.9165699999999997,-5.11
3.9164719999999997,-5.11
3.916962,-5.11
3.9170599999999998,-5.11
3.916668,-5.11
3.9170599999999998,-5.11
3.917452,-5.11
3.9171579999999997,-5.11
3.917354,-5.11
3.917452,-5.11
3.91755,-5.11
3.9178439999999997,-5.11
3.9178439999999997,-5.11
3.918138,-5.11
3.9183339999999998,-5.11
3.91804,-5.11
3.918138,-5.11
3.917942,-5.10
3.9184319999999997,-5.11
3.918628,-5.11
3.918726,-5.11
3.91853,-5.11
3.918824,-5.11
3.918922,-5.11
3.918824,-5.11
3.919314,-5.11
3.918824,-5.11
3.919216,-5.11
3.92,-5.11
3.91951,-5.11
3.920196,-5.11
3.920098,-5.11
3.92049,-5.11
3.920686,-5.11
3.9208819999999998,-5.11
3.921078,-5.11
3.921274,-5.11
3.92098,-5.11
3.922156,-5.11
3.921862,-5.11
3.922254,-5.11
3.922548,-5.11
3.922548,-5.11
3.922842,-5.11
3.923136,-5.11
3.923136,-5.11
3.923528,-5.11
3.923822,-5.11
3.924214,-5.11
3.924312,-5.11
3.9246060000000003,-5.11
3.924508,-5.11
3.924802,-5.11
3.9250959999999995,-5.11
3.9252920000000002,-5.11
3.9251939999999994,-5.11
3.925586,-5.11
3.9256839999999995,-5.11
3.9257819999999994,-5.11
3.9264680000000003,-5.11
3.9258800000000003,-5.11
3.925978,-5.11
3.926076,-5.11
3.926664,-5.11
3.9264680000000003,-5.11
3.9263699999999995,-5.11
3.9267619999999996,-5.11
3.9264680000000003,-5.11
3.9264680000000003,-5.11
3.9268599999999996,-5.11
3.9268599999999996,-5.11
3.9269579999999995,-5.11
3.9271540000000003,-5.11
3.9273499999999997,-5.11
3.9270560000000003,-5.11
3.9271540000000003,-5.11
3.9272519999999997,-5.11
3.9277420000000003,-5.11
3.9274479999999996,-5.11
3.9280359999999996,-5.11
3.9277420000000003,-5.11
3.9274479999999996,-5.11
3.9277420000000003,-5.11
3.9277420000000003,-5.11
3.9281339999999996,-5.11
3.9282319999999995,-5.11
3.9282319999999995,-5.11
3.928428,-5.11
3.9281339999999996,-5.11
3.9286239999999997,-5.11
3.92833,-5.11
3.928428,-5.11
3.928918,-5.11
3.9285259999999997,-5.11
3.9287219999999996,-5.11
3.9288199999999995,-5.11
3.928918,-5.11
3.929506,-5.11
3.929016,-5.11
3.9294079999999996,-5.11
3.9298979999999997,-5.11
3.9297999999999997,-5.11
3.93029,-5.11
3.9293099999999996,-5.11
3.9303879999999998,-5.11
3.929604,-5.11
3.9305839999999996,-5.11
3.930878,-5.11
3.9312699999999996,-5.11
3.930976,-5.11
3.93078,-5.11
3.9310739999999997,-5.11
3.9318579999999996,-5.11
3.9317599999999997,-5.11
3.932152,-5.11
3.9317599999999997,-5.11
3.9324459999999997,-5.11
3.93274,-5.11
3.9324459999999997,-5.11
3.9330339999999997,-5.11
3.9329359999999998,-5.11
3.93323,-5.11
3.9337199999999997,-5.11
3.933426,-5.11
3.933524,-5.11
3.934112,-5.11
3.933426,-5.11
3.9343079999999997,-5.11
3.934602,-5.11
3.934602,-5.11
3.934602,-5.11
3.9347,-5.11
3.9347,-5.11
3.9348959999999997,-5.11
3.935288,-5.11
3.935386,-5.11
3.9354839999999998,-5.11
3.9355819999999997,-5.11
3.935778,-5.11
3.935876,-5.11
3.935778,-5.11
3.935974,-5.11
3.935876,-5.11
3.936072,-5.11
3.936268,-5.11
3.9361699999999997,-5.11
3.935974,-5.11
3.936268,-5.11
3.936464,-5.11
3.9361699999999997,-5.11
3.936268,-5.11
3.936856,-5.11
3.9367579999999998,-5.11
3.936562,-5.11
3.936562,-5.11
3.9367579999999998,-5.11
3.937052,-5.11
3.936856,-5.11
3.937248,-5.11
3.936856,-5.11
3.93715,-5.11
3.937052,-5.11
3.9374439999999997,-5.11
3.937542,-5.11
3.9374439999999997,-5.11
3.9374439999999997,-5.11
3.937738,-5.11
3.93764,-5.11
3.93764,-5.11
3.937542,-5.11
3.937542,-5.11
3.904712,-0.57
3.9037319999999998,-0.57
3.903242,-0.57
3.903242,-0.57
3.902262,-0.57
3.901478,-0.57
3.900988,-0.56
3.9004,-0.56
3.900106,-0.56
3.8994199999999997,-0.56
3.89893,-0.56
3.89844,-0.56
3.89795,-0.56
3.8973619999999998,-0.56
3.8974599999999997,-0.56
3.896676,-0.56
3.8962839999999996,-0.56
3.896676,-0.56
3.8954999999999997,-0.55
3.8957939999999995,-0.56
3.8956959999999996,-0.55
3.895402,-0.55
3.895304,-0.55
3.8949119999999997,-0.55
3.8948139999999998,-0.55
3.8948139999999998,-0.55
3.894716,-0.55
3.8943239999999997,-0.55
3.8939319999999995,-0.55
3.894128,-0.55
3.8939319999999995,-0.55
