voltage(V),current(A)
3.850812,-0.47
3.84748,-0.46
3.8473819999999996,-0.46
3.8472839999999997,-0.46
3.8466959999999997,-0.46
3.884818,-5.07
3.886386,-5.10
3.887366,-5.10
3.88766,-5.10
3.888052,-5.10
3.888542,-5.10
3.888738,-5.10
3.889032,-5.10
3.88962,-5.10
3.889326,-5.10
3.8907959999999995,-5.10
3.8909920000000002,-5.10
3.8922660000000002,-5.10
3.8928540000000003,-5.10
3.8938339999999996,-5.10
3.8944219999999996,-5.10
3.8956959999999996,-5.10
3.895892,-5.10
3.8957939999999995,-5.10
3.8960879999999998,-5.10
3.896578,-5.10
3.897166,-5.10
3.8974599999999997,-5.10
3.897166,-5.10
3.8975579999999996,-5.10
3.897656,-5.10
3.897754,-5.10
3.8981459999999997,-5.10
3.89844,-5.10
3.8987339999999997,-5.10
3.8986359999999998,-5.10
3.8988319999999996,-5.10
3.899518,-5.10
3.8993219999999997,-5.10
3.899714,-5.10
3.900204,-5.10
3.90089,-5.10
3.900988,-5.10
3.9006939999999997,-5.10
3.901576,-5.10
3.902066,-5.11
3.902164,-5.11
3.903046,-5.11
3.903242,-5.11
3.903242,-5.10
3.90432,-5.11
3.90432,-5.11
3.905104,-5.11
3.905104,-5.11
3.90579,-5.11
3.90579,-5.11
3.90628,-5.11
3.906476,-5.11
3.9068680000000002,-5.11
3.906574,-5.11
3.90677,-5.10
3.90677,-5.10
3.9068680000000002,-5.10
3.907848,-5.11
3.907652,-5.11
3.907358,-5.10
3.9079459999999995,-5.11
3.9081420000000002,-5.11
3.9080439999999994,-5.10
3.9081420000000002,-5.10
3.908436,-5.11
3.908436,-5.11
3.908436,-5.10
3.9086319999999994,-5.10
3.908926,-5.10
3.9092199999999995,-5.11
3.9097099999999996,-5.11
3.9097099999999996,-5.11
3.9098079999999995,-5.11
3.9101019999999997,-5.11
3.9102979999999996,-5.11
3.9105920000000003,-5.11
3.91118,-5.11
3.911278,-5.11
3.91118,-5.11
3.9115719999999996,-5.11
3.9119639999999998,-5.11
3.911866,-5.11
3.9119639999999998,-5.11
3.912356,-5.11
3.9129439999999995,-5.11
3.9132379999999998,-5.11
3.9140219999999997,-5.11
3.913728,-5.11
3.914316,-5.11
3.914806,-5.11
3.9152959999999997,-5.11
3.9147079999999996,-5.11
3.915492,-5.11
3.915688,-5.11
3.915492,-5.11
3.9159819999999996,-5.11
3.916374,-5.11
3.91608,-5.11
3.9165699999999997,-5.11
3.916276,-5.11
3.916668,-5.11
3.916864,-5.11
3.9171579999999997,-5.11
3.916864,-5.11
3.9171579999999997,-5.11
3.917256,-5.11
3.917354,-5.11
3.917256,-5.11
3.917354,-5.11
3.9177459999999997,-5.11
3.917942,-5.11
3.918236,-5.11
3.918138,-5.11
3.91804,-5.11
3.9178439999999997,-5.10
3.918138,-5.11
3.9183339999999998,-5.11
3.918236,-5.10
3.9183339999999998,-5.11
3.918922,-5.11
3.9184319999999997,-5.11
3.918824,-5.11
3.918628,-5.11
3.919216,-5.11
