voltage(V),current(A)
3.855124,-0.48
3.852576,-0.47
3.852674,-0.47
3.852576,-0.47
3.853164,-0.47
3.821412,-0.23
3.886288,-5.09
3.88717,-5.09
3.887856,-5.09
3.888248,-5.10
3.88864,-5.10
3.888836,-5.10
3.889522,-5.10
3.889424,-5.09
3.891188,-5.10
3.891188,-5.09
3.891188,-5.09
3.8920699999999995,-5.09
3.8933439999999995,-5.10
3.8933439999999995,-5.10
3.8943239999999997,-5.10
3.8951079999999996,-5.10
3.8956959999999996,-5.10
3.8957939999999995,-5.10
3.8963819999999996,-5.10
3.896578,-5.10
3.8967739999999997,-5.10
3.8968719999999997,-5.10
3.897068,-5.10
3.8975579999999996,-5.10
3.897754,-5.10
3.89795,-5.10
3.898342,-5.10
3.8982439999999996,-5.10
3.8986359999999998,-5.10
3.8987339999999997,-5.10
3.89893,-5.10
3.899028,-5.10
3.8994199999999997,-5.10
3.9000079999999997,-5.10
3.9000079999999997,-5.10
3.900106,-5.10
3.9005959999999997,-5.10
3.900988,-5.10
3.9018699999999997,-5.10
3.9018699999999997,-5.10
3.902556,-5.10
3.903046,-5.10
3.903928,-5.10
3.904418,-5.10
3.904418,-5.10
3.904712,-5.10
3.9053,-5.10
3.905594,-5.10
3.906084,-5.10
3.906182,-5.10
3.906182,-5.10
3.906084,-5.10
3.90677,-5.10
3.906672,-5.10
3.90677,-5.10
3.907162,-5.10
3.90726,-5.10
3.907554,-5.10
3.9074560000000003,-5.10
3.907358,-5.10
3.9080439999999994,-5.10
3.90775,-5.10
3.90775,-5.10
3.90824,-5.10
3.90824,-5.10
3.908436,-5.10
3.9086319999999994,-5.10
3.908338,-5.10
3.9091219999999995,-5.10
3.9086319999999994,-5.10
3.9092199999999995,-5.10
3.9090239999999996,-5.10
3.909514,-5.10
3.9097099999999996,-5.10
3.9096119999999996,-5.10
3.9097099999999996,-5.10
3.9107879999999997,-5.10
3.9104939999999995,-5.10
3.9104939999999995,-5.10
3.9116699999999995,-5.10
3.9121599999999996,-5.10
3.9122579999999996,-5.10
3.9127479999999997,-5.10
3.912454,-5.10
3.9135319999999996,-5.11
3.9129439999999995,-5.10
3.9135319999999996,-5.11
3.914218,-5.11
3.914218,-5.11
3.914218,-5.10
3.914316,-5.10
3.9153939999999996,-5.11
3.915492,-5.11
3.915492,-5.10
3.91608,-5.11
3.916276,-5.11
3.9158839999999997,-5.10
3.916276,-5.10
3.916668,-5.11
3.9165699999999997,-5.11
3.916374,-5.10
3.916668,-5.10
3.916864,-5.11
3.916962,-5.10
3.916766,-5.10
3.916864,-5.10
3.917256,-5.10
3.917256,-5.10
3.917256,-5.10
3.91755,-5.10
3.9177459999999997,-5.10
3.9177459999999997,-5.10
3.9177459999999997,-5.10
3.9178439999999997,-5.10
3.918138,-5.10
3.918236,-5.10
3.9183339999999998,-5.10
3.9184319999999997,-5.10
3.91804,-5.10
3.9184319999999997,-5.10
3.91853,-5.10
3.9184319999999997,-5.10
3.918824,-5.10
3.919216,-5.10
3.91853,-5.10
3.919118,-5.10
3.919314,-5.10
3.919412,-5.10
3.92,-5.11
3.91951,-5.10
3.919902,-5.10
3.92,-5.10
3.920098,-5.10
3.920098,-5.10
3.919902,-5.10
3.9208819999999998,-5.10
3.920784,-5.10
3.921764,-5.11
3.92196,-5.11
3.921274,-5.10
3.921764,-5.10
3.922058,-5.10
3.92294,-5.11
3.922646,-5.11
3.922548,-5.11
3.92392,-5.11
3.923528,-5.11
3.923528,-5.10
3.92441,-5.11
3.924802,-5.11
3.924214,-5.11
3.924508,-5.11
3.924508,-5.11
3.9251939999999994,-5.11
3.92539,-5.11
3.9252920000000002,-5.11
3.9256839999999995,-5.11
3.925488,-5.11
3.9257819999999994,-5.11
3.9256839999999995,-5.11
3.925978,-5.11
3.926076,-5.11
3.926076,-5.11
3.9258800000000003,-5.11
3.9261739999999996,-5.11
3.9262719999999995,-5.10
3.9267619999999996,-5.11
3.926664,-5.11
3.9267619999999996,-5.11
3.9269579999999995,-5.10
3.926664,-5.10
3.9269579999999995,-5.11
3.9273499999999997,-5.10
3.9274479999999996,-5.11
3.9272519999999997,-5.10
3.9274479999999996,-5.11
3.9273499999999997,-5.10
3.9271540000000003,-5.10
3.9272519999999997,-5.10
3.9275459999999995,-5.10
3.9278399999999998,-5.10
3.9274479999999996,-5.10
3.9279379999999997,-5.10
3.9279379999999997,-5.10
3.928428,-5.11
3.9278399999999998,-5.10
3.9279379999999997,-5.10
3.9277420000000003,-5.10
3.92833,-5.10
3.9282319999999995,-5.10
3.92833,-5.10
3.928428,-5.10
3.9287219999999996,-5.10
3.92833,-5.10
3.9282319999999995,-5.10
3.9288199999999995,-5.10
3.928918,-5.10
3.929702,-5.11
3.9292119999999997,-5.10
3.929506,-5.10
3.9297999999999997,-5.10
3.9299959999999996,-5.10
3.9297999999999997,-5.10
3.9297999999999997,-5.10
3.9305839999999996,-5.11
3.930976,-5.11
3.9303879999999998,-5.10
3.9305839999999996,-5.11
3.9305839999999996,-5.10
3.9303879999999998,-5.10
3.9311719999999997,-5.11
3.9316619999999998,-5.11
3.931564,-5.11
3.9312699999999996,-5.10
3.9318579999999996,-5.10
3.9317599999999997,-5.11
3.9318579999999996,-5.10
3.9317599999999997,-5.11
3.931564,-5.10
3.9324459999999997,-5.10
3.932642,-5.11
3.9323479999999997,-5.10
3.933426,-5.11
3.9330339999999997,-5.11
3.9337199999999997,-5.11
3.933328,-5.10
3.9336219999999997,-5.11
3.9336219999999997,-5.11
3.933916,-5.10
3.9347,-5.10
3.934602,-5.10
3.934602,-5.10
3.9347,-5.11
3.9347,-5.10
3.93519,-5.10
3.935288,-5.11
3.9349939999999997,-5.10
3.935092,-5.10
3.9354839999999998,-5.10
3.93519,-5.10
3.9355819999999997,-5.10
3.93568,-5.10
3.935974,-5.10
3.935974,-5.10
3.935778,-5.10
3.93568,-5.10
3.9361699999999997,-5.10
3.935876,-5.10
3.935974,-5.10
3.936268,-5.10
3.936268,-5.10
3.936268,-5.10
3.936366,-5.10
3.9361699999999997,-5.10
3.936464,-5.10
3.936562,-5.10
3.936954,-5.10
3.936954,-5.10
3.93666,-5.10
3.937052,-5.10
3.93666,-5.10
3.93715,-5.10
3.936954,-5.10
3.937052,-5.10
3.937052,-5.10
3.936954,-5.10
3.937248,-5.10
3.937542,-5.10
3.906476,-0.58
3.905496,-0.57
3.905006,-0.57
3.90432,-0.57
3.904418,-0.57
3.904026,-0.57
3.90334,-0.57
3.903634,-0.57
3.903046,-0.57
3.903242,-0.57
3.90236,-0.57
3.902066,-0.57
3.901674,-0.57
3.901576,-0.57
3.900792,-0.56
3.9004,-0.56
3.8999099999999998,-0.56
3.899714,-0.56
3.899126,-0.56
3.899224,-0.56
3.898342,-0.56
3.8980479999999997,-0.56
3.897754,-0.56
3.897754,-0.56
3.8975579999999996,-0.56
3.897068,-0.56
3.89648,-0.56
3.897166,-0.56
3.8963819999999996,-0.56
3.8956959999999996,-0.55
3.8957939999999995,-0.56
